Time (seconds),f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.63127517700195,39.93236541748047,41.89620590209961,40,38.382568359375,39.969482421875
0.009999999776482582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.613319396972656,39.94074249267578,41.89620590209961,39.8626708984375,39.0081787109375,40.0152587890625
0.019999999552965164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.594764709472656,39.93894958496094,41.89141845703125,39.7711181640625,39.6185302734375,40.1678466796875
0.029999999329447746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.58159637451172,39.938350677490234,41.882442474365234,39.7100830078125,40.701904296875,40.1678466796875
0.03999999910593033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.587581634521484,39.94014358520508,41.880645751953125,39.725341796875,41.8463134765625,40.1373291015625
0.05000000074505806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.61391830444336,39.94912338256836,41.885433197021484,39.81689453125,41.953125,40.3509521484375
0.05999999865889549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.653419494628906,39.9622917175293,41.89620590209961,39.6337890625,41.5106201171875,40.5035400390625
0.07000000029802322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.69352340698242,39.97126770019531,41.90997314453125,39.5269775390625,41.007080078125,40.579833984375
0.07999999821186066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.721656799316406,39.97665786743164,41.919551849365234,39.32861328125,40.762939453125,40.7781982421875
0.09000000357627869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.73542404174805,39.980247497558594,41.92074966430664,39.20654296875,40.48828125,41.1138916015625
