# Time (seconds),Ganged_LF_Sns0_DiffCount,Ganged_HF_Sns0_DiffCount
0.0073529,2925,311
0.022058782352941175,2930,310
0.036764664705882355,2925,307
0.05147054705882353,2930,311
0.0661764294117647,2935,311
0.08088231176470588,2920,308
0.09558819411764705,2926,308
0.11029407647058823,2916,309
0.1249999588235294,2933,309
0.13970584117647059,2932,308
0.15441172352941177,2930,312
0.16911760588235294,2936,311
0.1838234882352941,2935,311
0.19852937058823528,2943,308
0.21323525294117646,2927,308
0.22794113529411764,2934,311
0.24264701764705882,2917,310
0.2573529,2927,312
0.2720587823529412,2926,311
0.28676466470588236,2929,308
0.30147054705882353,2942,308
0.3161764294117647,2929,307
0.3308823117647059,2930,307
0.3455881941176471,2920,308
0.3602940764705882,2933,309
0.3749999588235294,2929,308
0.38970584117647056,2926,310
0.40441172352941174,2924,310
0.4191176058823529,2924,310
0.4338234882352941,2942,308
0.4485293705882353,2931,310
0.46323525294117646,2931,308
0.47794113529411764,2915,310
0.4926470176470588,2924,309
0.5073529,2935,310
0.5220587823529411,2925,307
0.5367646647058824,2922,309
0.5514705470588235,2927,310
0.5661764294117647,2939,309
0.5808823117647058,2921,311
0.5955881941176471,2931,312
0.6102940764705882,2926,312
0.6249999588235294,2937,311
0.6397058411764706,2930,307
0.6544117235294118,2930,307
0.6691176058823529,2934,307
0.6838234882352942,2922,311
0.6985293705882353,2925,309
0.7132352529411764,2922,309
0.7279411352941176,2936,310
0.7426470176470588,2934,310
0.7573529,2929,309
0.7720587823529411,2940,310
0.7867646647058824,2920,310
0.8014705470588235,2935,310
0.8161764294117647,2926,313
0.8308823117647058,2930,311
0.8455881941176471,2921,310
0.8602940764705882,2930,310
0.8749999588235294,2936,310
0.8897058411764706,2921,308
0.9044117235294118,2933,307
0.9191176058823529,2921,308
0.9338234882352942,2937,307
0.9485293705882353,2928,310
0.9632352529411764,2933,307
0.9779411352941176,2923,308
0.9926470176470588,2927,310
1.0073529,2937,309
1.0220587823529412,2929,309
1.0367646647058824,2940,309
1.0514705470588237,2919,312
1.0661764294117648,2935,312
1.080882311764706,2928,307
1.095588194117647,2934,305
1.1102940764705884,2935,309
1.1249999588235295,2925,313
1.1397058411764707,2937,312
1.1544117235294118,2919,309
1.1691176058823531,2933,309
1.1838234882352943,2922,312
1.1985293705882354,2938,313
1.2132352529411765,2928,309
1.2279411352941176,2931,309
1.242647017647059,2937,310
1.2573529,2925,307
1.2720587823529412,2938,308
1.2867646647058824,2924,311
1.3014705470588237,2932,311
1.3161764294117648,2920,311
1.330882311764706,2937,311
1.345588194117647,2932,308
1.3602940764705884,2925,311
1.3749999588235295,2925,310
1.3897058411764707,2925,309
1.4044117235294118,2937,310
1.419117605882353,2922,311
1.4338234882352943,2934,309
1.4485293705882354,2928,309
1.4632352529411765,2935,309
1.4779411352941176,2929,309
1.492647017647059,2923,308
1.5073529,2934,312
1.5220587823529412,2917,311
1.5367646647058824,2929,307
1.5514705470588237,2919,308
1.5661764294117648,2926,306
1.580882311764706,2937,309
1.595588194117647,2928,313
1.6102940764705884,2939,311
1.6249999588235295,2930,310
1.6397058411764707,2937,308
1.6544117235294118,2925,306
1.669117605882353,2935,310
1.6838234882352943,2930,310
1.6985293705882354,2933,310
1.7132352529411765,2936,313
1.7279411352941176,2916,314
1.742647017647059,2937,316
1.7573529,2923,312
1.7720587823529412,2931,314
1.7867646647058824,2925,311
1.8014705470588237,2932,308
1.8161764294117648,2935,309
1.830882311764706,2928,310
1.845588194117647,2934,309
1.8602940764705884,2923,309
1.8749999588235295,2935,309
1.8897058411764707,2928,309
1.9044117235294118,2935,311
1.919117605882353,2928,309
1.9338234882352943,2936,309
1.9485293705882354,2941,311
1.9632352529411765,2923,309
1.9779411352941176,2933,309
1.992647017647059,2918,310
2.0073529,2937,311
2.022058782352941,2928,308
2.036764664705882,2930,310
2.0514705470588233,2920,309
2.0661764294117644,2930,309
2.080882311764706,2943,310
2.095588194117647,2928,310
2.110294076470588,2935,308
2.1249999588235293,2917,307
2.1397058411764704,2931,311
2.1544117235294116,2928,313
2.1691176058823527,2929,311
2.183823488235294,2936,311
2.198529370588235,2920,310
2.2132352529411765,2925,312
2.2279411352941176,2916,309
2.2426470176470588,2939,309
2.2573529,2927,310
2.272058782352941,2934,313
2.286764664705882,2926,311
2.3014705470588233,2926,311
2.3161764294117644,2935,311
2.330882311764706,2926,308
2.345588194117647,2925,308
2.360294076470588,2925,308
2.3749999588235293,2940,310
2.3897058411764704,2940,309
2.4044117235294116,2933,311
2.4191176058823527,2933,310
2.433823488235294,2930,309
2.448529370588235,2941,313
2.4632352529411765,2931,312
2.4779411352941176,2936,310
2.4926470176470588,2919,307
2.5073529,2923,309
2.522058782352941,2922,310
2.536764664705882,2923,310
2.5514705470588233,2929,309
2.5661764294117644,2923,309
2.580882311764706,2940,310
2.595588194117647,2918,311
2.610294076470588,2928,311
2.6249999588235293,2921,308
2.6397058411764704,2927,309
2.6544117235294116,2928,310
2.6691176058823527,2935,307
2.683823488235294,2936,310
2.698529370588235,2924,312
2.7132352529411765,2936,311
2.7279411352941176,2929,309
2.7426470176470588,2937,311
2.7573529,2937,311
2.772058782352941,2928,312
2.786764664705882,2945,312
2.8014705470588233,2925,309
2.8161764294117644,2934,309
2.8308823117647055,2922,310
2.845588194117647,2938,311
2.860294076470588,2934,313
2.8749999588235293,2938,310
2.8897058411764704,2937,311
2.9044117235294116,2934,311
2.9191176058823527,2938,312
2.933823488235294,2923,312
2.948529370588235,2928,312
2.9632352529411765,2925,312
2.9779411352941176,2936,312
2.9926470176470588,2929,311
3.0073529,2928,309
3.022058782352941,2933,311
3.036764664705882,2930,307
3.0514705470588233,2939,310
3.0661764294117644,2920,309
3.0808823117647055,2936,309
3.095588194117647,2934,311
3.110294076470588,2935,308
