# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72, f73, f74, f75, f76, f77, f78, f79, f80, f81, f82, f83, f84, f85, f86, f87, f88, f89, f90, f91, f92, f93, f94, f95, f96, f97, f98, f99, f100, f101, f102, f103, f104, f105, f106, f107, f108, f109, f110, f111, f112, f113, f114, f115, f116, f117, f118, f119, f120, f121, f122, f123, f124, f125, f126, f127, f128, f129, f130, f131, f132, f133, f134, f135, f136, f137, f138, f139, f140, f141, f142, f143, f144, f145, f146, f147, f148, f149, f150, f151, f152, f153, f154, f155, f156, f157, f158, f159, f160, f161, f162, f163, f164, f165, f166, f167, f168, f169, f170, f171, f172, f173, f174, f175, f176, f177, f178, f179, f180, f181, f182, f183, f184, f185, f186, f187, f188, f189, f190, f191, f192, f193, f194, f195, f196, f197, f198, f199, f200, f201, f202, f203, f204, f205, f206, f207, f208, f209, f210, f211, f212, f213, f214, f215, f216, f217, f218, f219, f220, f221, f222, f223, f224, f225, f226, f227, f228, f229, f230, f231, f232, f233, f234, f235, f236, f237, f238, f239, f240, f241, f242, f243, f244, f245, f246, f247, f248, f249, f250, f251, f252, f253, f254, f255, f256, f257, f258, f259, f260, f261, f262, f263, f264, f265, f266, f267, f268, f269, f270, f271, f272, f273, f274, f275, f276, f277, f278, f279, f280, f281, f282, f283, f284, f285, f286, f287, f288, f289, f290, f291, f292, f293, f294, f295, f296, f297, f298, f299, f300, f301, f302, f303, f304, f305, f306, f307, f308, f309, f310, f311, f312, f313, f314, f315, f316, f317, f318, f319, f320, f321, f322, f323, f324, f325, f326, f327, f328, f329, f330, f331, f332, f333, f334, f335, f336, f337, f338, f339, f340, f341, f342, f343, f344, f345, f346, f347, f348, f349, f350, f351, f352, f353, f354, f355, f356, f357, f358, f359, f360, f361, f362, f363, f364, f365, f366, f367, f368, f369, f370, f371, f372, f373, f374, f375, f376, f377, f378, f379, f380, f381, f382, f383, f384, f385, f386, f387, f388, f389, f390, f391, f392, f393, f394, f395, f396, f397, f398, f399, f400, f401, f402, f403, f404, f405, f406, f407, f408, f409, f410, f411, f412, f413, f414, f415, f416, f417, f418, f419, f420, f421, f422, f423, f424, f425, f426, f427, f428, f429, f430, f431, f432, f433, f434, f435, f436, f437, f438, f439, f440, f441, f442, f443, f444, f445, f446, f447, f448, f449, f450, f451, f452, f453, f454, f455, f456, f457, f458, f459, f460, f461, f462, f463, f464, f465, f466, f467, f468, f469, f470, f471, f472, f473, f474, f475, f476, f477, f478, f479, f480, f481, f482, f483, f484, f485, f486, f487, f488, f489, f490, f491, f492, f493, f494, f495, f496, f497, f498, f499, f500, f501, f502, f503, f504, f505, f506, f507, f508, f509, f510, f511, f512, f513, f514, f515, f516, f517, f518, f519, f520, f521, f522, f523, f524, f525, f526, f527, f528, f529, f530, f531, f532, f533, f534, f535, f536, f537, f538, f539, f540, f541, f542, f543, f544, f545, f546, f547, f548, f549, f550, f551, f552, f553, f554, f555, f556, f557, f558, f559, f560, f561, f562, f563, f564, f565, f566, f567, f568, f569, f570, f571, f572, f573, f574, f575, f576, f577, f578, f579, f580, f581, f582, f583, f584, f585, f586, f587, f588, f589, f590, f591, f592, f593, f594, f595, f596, f597, f598, f599
0.0099999, 1.98, 1.17076, -2.68151, -9.52413, -2.18201, 0.808716, 2.73132, 1.30963, -2.67432, -9.6223, 0.839233, -2.33459, 4.47083, 1.50835, -2.70784, -9.68694, -1.2207, 2.12097, 6.19507, 1.7334, -2.78446, -9.71088, -2.04468, 7.32422, 6.3324, 1.96085, -2.87783, -9.70131, 1.75476, 5.43213, 4.92859, 2.12605, -2.99515, -9.663, 4.74548, 5.21851, 7.24792, 2.16915, -3.14119, -9.59117, 3.12805, 8.97217, 9.59778, 2.08056, -3.32555, -9.4954, 2.18201, 10.4218, 6.45447, 1.88903, -3.50272, -9.38527, 4.48608, 7.21741, -0.946045, 1.6496, -3.65116, -9.27753, 4.47083, 4.94385, -1.09863, 1.41258, -3.72059, -9.20092, 1.52588, 10.91, 6.50024, 1.1971, -3.74693, -9.13867, 2.0752, 12.7563, 4.66919, 1.00796, -3.74453, -9.10515, 3.98254, 6.50024, -6.31714, 0.912191, -3.67031, -9.05008, 7.53784, -4.16565, -16.4185, 0.849942, -3.632, -9.01656, -0.717163, 1.46484, -0.411987, 0.85473, -3.58651, -8.94234, -6.82068, 12.3138, 7.14111, 0.823605, -3.69186, -8.85855, -2.28882, 3.89099, -7.75146, 0.864307, -3.69425, -8.72208, 1.15967, -5.63049, -35.1105, 0.871489, -3.82593, -8.62391, -6.11877, -11.3831, -16.4185, 0.931344, -3.81875, -8.57603, -15.7623, -6.28662, 0.640869, 0.909797, -3.93128, -8.60955, -10.3607, -9.21631, -18.8141, 0.914585, -3.82593, -8.66462, -1.75476, -19.3176, -51.7731, 0.811634, -3.80678, -8.78911, -7.87354, -24.9176, -26.5961, 0.68953, -3.62961, -8.93756, -24.6277, -14.0839, 4.08936, 0.529119, -3.51229, -9.10994, -19.6075, -3.87573, -22.0337, 0.347159, -3.41413, -9.27514, -10.8643, -10.7117, -50.2167, 0.184354, -3.35667, -9.43316, -11.1237, -23.2239, -36.6211, 0.114922, -3.22499, -9.53611, -25.6653, -9.27734, -13.0005, 0.105345, -3.06697, -9.6199, -31.4941, 9.12476, -19.9585, 0.167594, -2.8898, -9.69173, -26.7181, 5.64575, -39.2456, 0.28491, -2.6432, -9.72764, -19.989, -9.14001, -42.038, 0.40462, -2.35111, -9.73961, -25.0397, -8.68225, -23.9868, 0.548272, -2.02071, -9.76834, -29.953, 0.946045, -20.3705, 0.677559, -1.69749, -9.76355, -30.838, 9.61304, -28.3813, 0.720655, -1.41737, -9.75398, -34.8663, -0.320435, -34.7137, 0.749385, -1.18274, -9.69412, -26.0925, -10.6354, -24.3073, 0.694318, -0.943315, -9.63906, -24.0021, -7.62939, -22.6288, 0.562637, -0.790087, -9.58638, -24.0326, -3.5553, -20.9808, 0.399832, -0.694318, -9.54808, -20.0653, -5.5542, -22.6593, 0.268151, -0.653617, -9.51935, -16.5558, -12.6038, -25.5737, 0.203507, -0.646434, -9.52174, -20.2026, -7.40051, -23.941, 0.220267, -0.672771, -9.57681, -17.2577, -8.0719, -25.7416, 0.268151, -0.749385, -9.62948, -8.57544, -7.69043, -37.4603, 0.380678, -0.773327, -9.64863, -0.595093, -8.78906, -52.3529, 0.464475, -0.828394, -9.64145, -8.11768, -8.68225, -38.2996, 0.586579, -0.826, -9.56723, -15.4724, -6.88171, -25.3143, 0.670376, -0.845153, -9.51216, -14.679, -9.52148, -24.1241, 0.727837, -0.85473, -9.46428, -12.558, -12.146, -30.5634, 0.732626, -0.88346, -9.45231, -9.26208, -16.6473, -28.0151, 0.651223, -0.909797, -9.50019, -13.1531, -17.395, -16.51, 0.512359, -0.916979, -9.57441, -14.8926, -13.4277, -16.922, 0.289698, -0.938527, -9.69652, -13.9771, -13.6414, -21.637, 0.0143652, -0.933739, -9.84256, -7.91931, -19.1498, -24.8566, -0.253785, -0.88346, -10.003, -8.74329, -18.158, -21.0266, -0.500388, -0.797269, -10.1658, -12.9547, -9.6283, -16.8152, -0.699107, -0.691924, -10.307, -9.27734, -8.02612, -19.043, -0.847547, -0.608127, -10.3908, -2.44141, -10.3912, -22.8729, -0.919373, -0.536301, -10.4076, -0.701904, -8.88062, -26.3977, -0.90022, -0.447716, -10.3837, -1.31226, -5.0354, -28.0304, -0.816423, -0.354342, -10.3238, 1.4801, -3.14331, -28.1525, -0.6608, -0.241814, -10.2472, 1.98364, -0.167847, -29.953, -0.481235, -0.138864, -10.149, 1.4801, 2.67029, -29.8309, -0.294487, -0.0550666, -10.0173, 0.793457, 4.88281, -31.0669, -0.124498, 0.023942, -9.88805, 1.40381, 3.86047, -33.5999, 0.023942, 0.122104, -9.76355, 1.06812, 4.39453, -34.0576, 0.143652, 0.220267, -9.66539, -1.60217, 4.76074, -32.6233, 0.222661, 0.328006, -9.60314, -1.57166, 3.12805, -30.2124, 0.241814, 0.411803, -9.58878, -0.350952, 0.0152588, -29.1138, 0.208296, 0.457293, -9.63187, 0.869751, -0.991821, -29.8309, 0.134075, 0.476446, -9.70849, 1.15967, 1.37329, -30.0293, 0.0574608, 0.464475, -9.79228, -0.152588, 4.94385, -29.6326, -0.00718261, 0.418985, -9.85932, -2.91443, 6.72913, -29.3274, -0.00957681, 0.390255, -9.89524, 1.67847, 3.87573, -32.4402, 0.0335188, 0.37589, -9.90481, 4.5929, 2.68555, -34.729, 0.110133, 0.371101, -9.85693, 4.22668, 5.34058, -31.4484, 0.215478, 0.368707, -9.78031, -0.991821, 8.40759, -29.6478, 0.328006, 0.380678, -9.66779, -1.58691, 6.88171, -31.2195, 0.426168, 0.37589, -9.55526, 4.68445, 0.198364, -30.4718, 0.452504, 0.378284, -9.47146, 4.85229, 0.62561, -25.9399, 0.40462, 0.363919, -9.42837, 0.198364, 2.16675, -22.995, 0.320823, 0.356736, -9.44034, -2.22778, 0.915527, -26.7029, 0.208296, 0.347159, -9.46907, 1.35803, 0.198364, -27.9846, 0.136469, 0.347159, -9.53371, 2.13623, 0.12207, -25.1617, 0.112527, 0.351948, -9.59357, 1.15967, 2.39563, -23.1018, 0.114922, 0.332794, -9.61511, 5.69153, 1.98364, -26.2299, 0.146046, 0.323217, -9.61033, 6.13403, 2.60925, -29.2358, 0.229843, 0.351948, -9.58638, 5.50842, 0.839233, -27.6031, 0.332794, 0.411803, -9.53371, 5.79834, 1.31226, -26.2299, 0.423774, 0.452504, -9.47864, 5.41687, 2.34985, -25.2075, 0.517148, 0.476446, -9.4571, 1.54114, 4.73022, -25.9247, 0.620098, 0.483629, -9.46907, 2.45667, 5.84412, -30.1666, 0.725443, 0.502782, -9.53132, 3.64685, 4.89807, -26.1536, 0.828394, 0.550666, -9.64145, 0.854492, 5.35583, -17.4713, 0.931344, 0.608127, -9.76834, 7.5531, 0.152588, -18.5699, 0.991199, 0.629675, -9.90002, 13.4583, -1.58691, -22.0337, 0.986411, 0.600945, -10.0221, 7.32422, 6.71387, -18.3258, 0.936133, 0.529119, -10.1107, 3.08228, 12.1918, -17.6849, 0.873884, 0.426168, -10.1514, 5.59998, 11.0321, -25.2075, 0.830788, 0.3304, -10.1442, 6.53076, 12.8021, -28.0762, 0.852336, 0.296881, -10.1227, 4.60815, 16.4032, -26.6876
0.21, 1.98, 1.41258, -3.72059, -9.20092, 1.52588, 10.91, 6.50024, 1.1971, -3.74693, -9.13867, 2.0752, 12.7563, 4.66919, 1.00796, -3.74453, -9.10515, 3.98254, 6.50024, -6.31714, 0.912191, -3.67031, -9.05008, 7.53784, -4.16565, -16.4185, 0.849942, -3.632, -9.01656, -0.717163, 1.46484, -0.411987, 0.85473, -3.58651, -8.94234, -6.82068, 12.3138, 7.14111, 0.823605, -3.69186, -8.85855, -2.28882, 3.89099, -7.75146, 0.864307, -3.69425, -8.72208, 1.15967, -5.63049, -35.1105, 0.871489, -3.82593, -8.62391, -6.11877, -11.3831, -16.4185, 0.931344, -3.81875, -8.57603, -15.7623, -6.28662, 0.640869, 0.909797, -3.93128, -8.60955, -10.3607, -9.21631, -18.8141, 0.914585, -3.82593, -8.66462, -1.75476, -19.3176, -51.7731, 0.811634, -3.80678, -8.78911, -7.87354, -24.9176, -26.5961, 0.68953, -3.62961, -8.93756, -24.6277, -14.0839, 4.08936, 0.529119, -3.51229, -9.10994, -19.6075, -3.87573, -22.0337, 0.347159, -3.41413, -9.27514, -10.8643, -10.7117, -50.2167, 0.184354, -3.35667, -9.43316, -11.1237, -23.2239, -36.6211, 0.114922, -3.22499, -9.53611, -25.6653, -9.27734, -13.0005, 0.105345, -3.06697, -9.6199, -31.4941, 9.12476, -19.9585, 0.167594, -2.8898, -9.69173, -26.7181, 5.64575, -39.2456, 0.28491, -2.6432, -9.72764, -19.989, -9.14001, -42.038, 0.40462, -2.35111, -9.73961, -25.0397, -8.68225, -23.9868, 0.548272, -2.02071, -9.76834, -29.953, 0.946045, -20.3705, 0.677559, -1.69749, -9.76355, -30.838, 9.61304, -28.3813, 0.720655, -1.41737, -9.75398, -34.8663, -0.320435, -34.7137, 0.749385, -1.18274, -9.69412, -26.0925, -10.6354, -24.3073, 0.694318, -0.943315, -9.63906, -24.0021, -7.62939, -22.6288, 0.562637, -0.790087, -9.58638, -24.0326, -3.5553, -20.9808, 0.399832, -0.694318, -9.54808, -20.0653, -5.5542, -22.6593, 0.268151, -0.653617, -9.51935, -16.5558, -12.6038, -25.5737, 0.203507, -0.646434, -9.52174, -20.2026, -7.40051, -23.941, 0.220267, -0.672771, -9.57681, -17.2577, -8.0719, -25.7416, 0.268151, -0.749385, -9.62948, -8.57544, -7.69043, -37.4603, 0.380678, -0.773327, -9.64863, -0.595093, -8.78906, -52.3529, 0.464475, -0.828394, -9.64145, -8.11768, -8.68225, -38.2996, 0.586579, -0.826, -9.56723, -15.4724, -6.88171, -25.3143, 0.670376, -0.845153, -9.51216, -14.679, -9.52148, -24.1241, 0.727837, -0.85473, -9.46428, -12.558, -12.146, -30.5634, 0.732626, -0.88346, -9.45231, -9.26208, -16.6473, -28.0151, 0.651223, -0.909797, -9.50019, -13.1531, -17.395, -16.51, 0.512359, -0.916979, -9.57441, -14.8926, -13.4277, -16.922, 0.289698, -0.938527, -9.69652, -13.9771, -13.6414, -21.637, 0.0143652, -0.933739, -9.84256, -7.91931, -19.1498, -24.8566, -0.253785, -0.88346, -10.003, -8.74329, -18.158, -21.0266, -0.500388, -0.797269, -10.1658, -12.9547, -9.6283, -16.8152, -0.699107, -0.691924, -10.307, -9.27734, -8.02612, -19.043, -0.847547, -0.608127, -10.3908, -2.44141, -10.3912, -22.8729, -0.919373, -0.536301, -10.4076, -0.701904, -8.88062, -26.3977, -0.90022, -0.447716, -10.3837, -1.31226, -5.0354, -28.0304, -0.816423, -0.354342, -10.3238, 1.4801, -3.14331, -28.1525, -0.6608, -0.241814, -10.2472, 1.98364, -0.167847, -29.953, -0.481235, -0.138864, -10.149, 1.4801, 2.67029, -29.8309, -0.294487, -0.0550666, -10.0173, 0.793457, 4.88281, -31.0669, -0.124498, 0.023942, -9.88805, 1.40381, 3.86047, -33.5999, 0.023942, 0.122104, -9.76355, 1.06812, 4.39453, -34.0576, 0.143652, 0.220267, -9.66539, -1.60217, 4.76074, -32.6233, 0.222661, 0.328006, -9.60314, -1.57166, 3.12805, -30.2124, 0.241814, 0.411803, -9.58878, -0.350952, 0.0152588, -29.1138, 0.208296, 0.457293, -9.63187, 0.869751, -0.991821, -29.8309, 0.134075, 0.476446, -9.70849, 1.15967, 1.37329, -30.0293, 0.0574608, 0.464475, -9.79228, -0.152588, 4.94385, -29.6326, -0.00718261, 0.418985, -9.85932, -2.91443, 6.72913, -29.3274, -0.00957681, 0.390255, -9.89524, 1.67847, 3.87573, -32.4402, 0.0335188, 0.37589, -9.90481, 4.5929, 2.68555, -34.729, 0.110133, 0.371101, -9.85693, 4.22668, 5.34058, -31.4484, 0.215478, 0.368707, -9.78031, -0.991821, 8.40759, -29.6478, 0.328006, 0.380678, -9.66779, -1.58691, 6.88171, -31.2195, 0.426168, 0.37589, -9.55526, 4.68445, 0.198364, -30.4718, 0.452504, 0.378284, -9.47146, 4.85229, 0.62561, -25.9399, 0.40462, 0.363919, -9.42837, 0.198364, 2.16675, -22.995, 0.320823, 0.356736, -9.44034, -2.22778, 0.915527, -26.7029, 0.208296, 0.347159, -9.46907, 1.35803, 0.198364, -27.9846, 0.136469, 0.347159, -9.53371, 2.13623, 0.12207, -25.1617, 0.112527, 0.351948, -9.59357, 1.15967, 2.39563, -23.1018, 0.114922, 0.332794, -9.61511, 5.69153, 1.98364, -26.2299, 0.146046, 0.323217, -9.61033, 6.13403, 2.60925, -29.2358, 0.229843, 0.351948, -9.58638, 5.50842, 0.839233, -27.6031, 0.332794, 0.411803, -9.53371, 5.79834, 1.31226, -26.2299, 0.423774, 0.452504, -9.47864, 5.41687, 2.34985, -25.2075, 0.517148, 0.476446, -9.4571, 1.54114, 4.73022, -25.9247, 0.620098, 0.483629, -9.46907, 2.45667, 5.84412, -30.1666, 0.725443, 0.502782, -9.53132, 3.64685, 4.89807, -26.1536, 0.828394, 0.550666, -9.64145, 0.854492, 5.35583, -17.4713, 0.931344, 0.608127, -9.76834, 7.5531, 0.152588, -18.5699, 0.991199, 0.629675, -9.90002, 13.4583, -1.58691, -22.0337, 0.986411, 0.600945, -10.0221, 7.32422, 6.71387, -18.3258, 0.936133, 0.529119, -10.1107, 3.08228, 12.1918, -17.6849, 0.873884, 0.426168, -10.1514, 5.59998, 11.0321, -25.2075, 0.830788, 0.3304, -10.1442, 6.53076, 12.8021, -28.0762, 0.852336, 0.296881, -10.1227, 4.60815, 16.4032, -26.6876, 0.893037, 0.323217, -10.0963, 5.24902, 18.692, -24.0173, 0.907402, 0.344765, -10.0892, 13.0463, 14.0381, -25.2228, 0.876278, 0.323217, -10.1155, 14.8773, 13.3057, -27.42, 0.842759, 0.289698, -10.1394, 9.82666, 25.0702, -31.7993, 0.818817, 0.258574, -10.173, 10.2386, 29.068, -32.3792, 0.852336, 0.213084, -10.1849, 24.292, 14.5721, -30.6244, 0.948104, 0.19393, -10.1778, 23.9563, 14.1296, -32.7606, 1.16358, 0.205901, -10.1083, 16.571, 29.3274, -37.796, 1.48201, 0.23942, -9.99819, 17.0593, 32.1503, -33.2947, 1.81002, 0.320823, -9.83778, 23.0865, 23.1628, -24.2462
0.41, 1.98, 0.909797, -3.93128, -8.60955, -10.3607, -9.21631, -18.8141, 0.914585, -3.82593, -8.66462, -1.75476, -19.3176, -51.7731, 0.811634, -3.80678, -8.78911, -7.87354, -24.9176, -26.5961, 0.68953, -3.62961, -8.93756, -24.6277, -14.0839, 4.08936, 0.529119, -3.51229, -9.10994, -19.6075, -3.87573, -22.0337, 0.347159, -3.41413, -9.27514, -10.8643, -10.7117, -50.2167, 0.184354, -3.35667, -9.43316, -11.1237, -23.2239, -36.6211, 0.114922, -3.22499, -9.53611, -25.6653, -9.27734, -13.0005, 0.105345, -3.06697, -9.6199, -31.4941, 9.12476, -19.9585, 0.167594, -2.8898, -9.69173, -26.7181, 5.64575, -39.2456, 0.28491, -2.6432, -9.72764, -19.989, -9.14001, -42.038, 0.40462, -2.35111, -9.73961, -25.0397, -8.68225, -23.9868, 0.548272, -2.02071, -9.76834, -29.953, 0.946045, -20.3705, 0.677559, -1.69749, -9.76355, -30.838, 9.61304, -28.3813, 0.720655, -1.41737, -9.75398, -34.8663, -0.320435, -34.7137, 0.749385, -1.18274, -9.69412, -26.0925, -10.6354, -24.3073, 0.694318, -0.943315, -9.63906, -24.0021, -7.62939, -22.6288, 0.562637, -0.790087, -9.58638, -24.0326, -3.5553, -20.9808, 0.399832, -0.694318, -9.54808, -20.0653, -5.5542, -22.6593, 0.268151, -0.653617, -9.51935, -16.5558, -12.6038, -25.5737, 0.203507, -0.646434, -9.52174, -20.2026, -7.40051, -23.941, 0.220267, -0.672771, -9.57681, -17.2577, -8.0719, -25.7416, 0.268151, -0.749385, -9.62948, -8.57544, -7.69043, -37.4603, 0.380678, -0.773327, -9.64863, -0.595093, -8.78906, -52.3529, 0.464475, -0.828394, -9.64145, -8.11768, -8.68225, -38.2996, 0.586579, -0.826, -9.56723, -15.4724, -6.88171, -25.3143, 0.670376, -0.845153, -9.51216, -14.679, -9.52148, -24.1241, 0.727837, -0.85473, -9.46428, -12.558, -12.146, -30.5634, 0.732626, -0.88346, -9.45231, -9.26208, -16.6473, -28.0151, 0.651223, -0.909797, -9.50019, -13.1531, -17.395, -16.51, 0.512359, -0.916979, -9.57441, -14.8926, -13.4277, -16.922, 0.289698, -0.938527, -9.69652, -13.9771, -13.6414, -21.637, 0.0143652, -0.933739, -9.84256, -7.91931, -19.1498, -24.8566, -0.253785, -0.88346, -10.003, -8.74329, -18.158, -21.0266, -0.500388, -0.797269, -10.1658, -12.9547, -9.6283, -16.8152, -0.699107, -0.691924, -10.307, -9.27734, -8.02612, -19.043, -0.847547, -0.608127, -10.3908, -2.44141, -10.3912, -22.8729, -0.919373, -0.536301, -10.4076, -0.701904, -8.88062, -26.3977, -0.90022, -0.447716, -10.3837, -1.31226, -5.0354, -28.0304, -0.816423, -0.354342, -10.3238, 1.4801, -3.14331, -28.1525, -0.6608, -0.241814, -10.2472, 1.98364, -0.167847, -29.953, -0.481235, -0.138864, -10.149, 1.4801, 2.67029, -29.8309, -0.294487, -0.0550666, -10.0173, 0.793457, 4.88281, -31.0669, -0.124498, 0.023942, -9.88805, 1.40381, 3.86047, -33.5999, 0.023942, 0.122104, -9.76355, 1.06812, 4.39453, -34.0576, 0.143652, 0.220267, -9.66539, -1.60217, 4.76074, -32.6233, 0.222661, 0.328006, -9.60314, -1.57166, 3.12805, -30.2124, 0.241814, 0.411803, -9.58878, -0.350952, 0.0152588, -29.1138, 0.208296, 0.457293, -9.63187, 0.869751, -0.991821, -29.8309, 0.134075, 0.476446, -9.70849, 1.15967, 1.37329, -30.0293, 0.0574608, 0.464475, -9.79228, -0.152588, 4.94385, -29.6326, -0.00718261, 0.418985, -9.85932, -2.91443, 6.72913, -29.3274, -0.00957681, 0.390255, -9.89524, 1.67847, 3.87573, -32.4402, 0.0335188, 0.37589, -9.90481, 4.5929, 2.68555, -34.729, 0.110133, 0.371101, -9.85693, 4.22668, 5.34058, -31.4484, 0.215478, 0.368707, -9.78031, -0.991821, 8.40759, -29.6478, 0.328006, 0.380678, -9.66779, -1.58691, 6.88171, -31.2195, 0.426168, 0.37589, -9.55526, 4.68445, 0.198364, -30.4718, 0.452504, 0.378284, -9.47146, 4.85229, 0.62561, -25.9399, 0.40462, 0.363919, -9.42837, 0.198364, 2.16675, -22.995, 0.320823, 0.356736, -9.44034, -2.22778, 0.915527, -26.7029, 0.208296, 0.347159, -9.46907, 1.35803, 0.198364, -27.9846, 0.136469, 0.347159, -9.53371, 2.13623, 0.12207, -25.1617, 0.112527, 0.351948, -9.59357, 1.15967, 2.39563, -23.1018, 0.114922, 0.332794, -9.61511, 5.69153, 1.98364, -26.2299, 0.146046, 0.323217, -9.61033, 6.13403, 2.60925, -29.2358, 0.229843, 0.351948, -9.58638, 5.50842, 0.839233, -27.6031, 0.332794, 0.411803, -9.53371, 5.79834, 1.31226, -26.2299, 0.423774, 0.452504, -9.47864, 5.41687, 2.34985, -25.2075, 0.517148, 0.476446, -9.4571, 1.54114, 4.73022, -25.9247, 0.620098, 0.483629, -9.46907, 2.45667, 5.84412, -30.1666, 0.725443, 0.502782, -9.53132, 3.64685, 4.89807, -26.1536, 0.828394, 0.550666, -9.64145, 0.854492, 5.35583, -17.4713, 0.931344, 0.608127, -9.76834, 7.5531, 0.152588, -18.5699, 0.991199, 0.629675, -9.90002, 13.4583, -1.58691, -22.0337, 0.986411, 0.600945, -10.0221, 7.32422, 6.71387, -18.3258, 0.936133, 0.529119, -10.1107, 3.08228, 12.1918, -17.6849, 0.873884, 0.426168, -10.1514, 5.59998, 11.0321, -25.2075, 0.830788, 0.3304, -10.1442, 6.53076, 12.8021, -28.0762, 0.852336, 0.296881, -10.1227, 4.60815, 16.4032, -26.6876, 0.893037, 0.323217, -10.0963, 5.24902, 18.692, -24.0173, 0.907402, 0.344765, -10.0892, 13.0463, 14.0381, -25.2228, 0.876278, 0.323217, -10.1155, 14.8773, 13.3057, -27.42, 0.842759, 0.289698, -10.1394, 9.82666, 25.0702, -31.7993, 0.818817, 0.258574, -10.173, 10.2386, 29.068, -32.3792, 0.852336, 0.213084, -10.1849, 24.292, 14.5721, -30.6244, 0.948104, 0.19393, -10.1778, 23.9563, 14.1296, -32.7606, 1.16358, 0.205901, -10.1083, 16.571, 29.3274, -37.796, 1.48201, 0.23942, -9.99819, 17.0593, 32.1503, -33.2947, 1.81002, 0.320823, -9.83778, 23.0865, 23.1628, -24.2462, 2.07338, 0.347159, -9.663, 29.0833, 11.1237, -21.6827, 2.21224, 0.318429, -9.51935, 24.2157, 14.9384, -24.5514, 2.23618, 0.205901, -9.39724, 18.1732, 24.826, -21.1029, 2.22421, 0.0909797, -9.31823, 18.4784, 20.0348, -9.47571, 2.1476, -0.0814029, -9.2895, 16.9067, 12.4969, 1.8158, 2.08296, -0.25618, -9.26077, 14.2517, 16.037, -2.15149, 2.07817, -0.433351, -9.26317, 11.3678, 25.0854, -4.13513, 2.12605, -0.651223, -9.26556, 10.3912, 23.2391, 11.0016, 2.30562, -0.80924, -9.24401, 20.1111, 7.49207, 8.43811, 2.51152, -0.940921, -9.22007, 25.2686, -1.64795, -1.15967
